index_id,survived,passenger_class,name,sex,age,siblings_spouse_aboard,parents_children_aboard,purchase_fare,original_fare_value,total_passengers
ri_000633,1,2,Miss. Mary Davis,female,28,0,0,13,15.08,1
ri_000634,0,3,Mr. Antti Gustaf Leinonen,male,32,0,0,7.925,9.2723,1
ri_000635,0,2,Mr. Harvey Collyer,,31,1,1,26.25,29.1375,3
ri_000636,0,3,Mrs. Juha (Maria Emilia Ojala) Panula,female,41,0,5,39.6875,44.0531,6
ri_000637,0,3,Mr. Percival Thorneycroft,,37,1,0,16.1,18.837,2
ri_000638,0,3,Mr. Hans Peder Jensen,,20,0,0,7.8542,9.268,1
ri_000639,1,1,Mlle. Emma Sagesser,,24,0,0,69.3,79.695,1
ri_000640,0,3,Miss. Margit Elizabeth Skoog,,2,3,2,27.9,32.922,6
ri_000641,1,3,Mr. Choong Foo,male,32,0,0,56.4958,63.8403,1
ri_000642,1,3,Miss. Eugenie Baclini,female,0.75,2,1,,23.11,4
ri_000643,1,1,Mr. Henry Sleeper Harper,,48,,,76.7292,86.704,2
ri_000644,0,3,Mr. Liudevit Cor,male,19,0,,7.8958,9.317,1
ri_000645,1,1,Col. Oberst Alfons Simonius-Blumer,male,56,0,,35.5,39.05,1
ri_000646,0,3,Mr. Edward Willey,male,21,0,0,7.55,8.607,1
ri_000647,1,3,Miss. Amy Zillah Elsie Stanley,female,23,0,,7.55,8.456,1
ri_000648,0,3,Mr. Mito Mitkoff,male,23,0,0,7.8958,8.7643,1
ri_000649,1,,Miss. Elsie Doling,female,18,0,1,23,26.91,2
ri_000650,0,,Mr. Johannes Halvorsen Kalvik,male,21,0,0,8.4333,10.12,1
ri_000651,1,,Miss. Hanora O'Leary,female,16,0,0,7.8292,8.9253,1
ri_000652,0,3,Miss. Hanora Hegarty,female,18,0,0,,8.0325,1
ri_000653,0,2,Mr. Leonard Mark Hickman,male,24,2,0,73.5,85.26,3
ri_000654,0,,Mr. Alexander Radeff,male,27,,,7.8958,9.396,1
ri_000655,0,3,Mrs. John (Catherine) Bourke,female,32,1,1,15.5,17.98,3
ri_000656,0,2,Mr. George Floyd Eitemiller,male,23,0,0,13,14.43,1
ri_000657,0,1,Mr. Arthur Webster Newell,male,58,0,2,113.275,125.7353,3
ri_000658,1,1,Dr. Henry William Frauenthal,male,50,2,0,133.65,156.3705,3
ri_000659,0,3,Mr. Mohamed Badt,male,40,0,0,7.225,8.0198,1
ri_000660,0,1,Mr. Edward Pomeroy Colley,male,47,0,0,25.5875,30.1933,1
ri_000661,0,3,Mr. Peju Coleff,male,36,0,0,7.4958,8.5452,1
ri_000662,1,3,Mr. Eino William Lindqvist,male,20,1,0,7.925,8.9553,2
ri_000663,0,2,Mr. Lewis Hickman,male,32,,0,73.5,87.465,3
ri_000664,0,2,Mr. Reginald Fenton Butler,male,25,0,,,14.95,1
ri_000665,0,3,Mr. Knud Paust Rommetvedt,male,49,0,0,7.775,8.9413,1
ri_000666,0,3,Mr. Jacob Cook,male,43,0,0,8.05,9.499,1
ri_000667,1,1,Mrs. Elmer Zebley (Juliet Cummins Wright) Taylor,female,48,1,0,52,61.36,
ri_000668,1,2,Mrs. Thomas William Solomon (Elizabeth Catherine Ford) Brown,female,40,1,1,39,45.63,3
ri_000669,0,1,Mr. Thornton Davidson,male,31,,0,52,59.8,2
ri_000670,0,2,Mr. Henry Michael Mitchell,male,70,0,0,10.5,11.97,
ri_000671,1,2,Mr. Charles Wilhelms,male,31,0,0,13,15.6,1
ri_000672,0,2,Mr. Ennis Hastings Watson,male,19,0,0,0,0,1
ri_000673,0,3,Mr. Gustaf Hjalmar Edvardsson,male,18,0,0,7.775,8.5525,1
ri_000674,0,3,Mr. Frederick Charles Sawyer,male,24.5,0,0,8.05,9.0965,1
ri_000675,1,3,Miss. Anna Sofia Turja,female,18,0,0,,11.0227,1
ri_000676,0,3,Mrs. Frederick (Augusta Tyler) Goodwin,female,43,1,6,46.9,51.59,8
ri_000677,1,1,Mr. Thomas Drake Martinez Cardeza,male,36,0,1,512.3292,584.0553,2
ri_000678,0,3,Miss. Katie Peters,female,28,,0,8.1375,8.9513,1
ri_000679,1,1,Mr. Hammad Hassab,male,27,0,,76.7292,91.3077,1
ri_000680,0,3,Mr. Thor Anderson Olsvigen,male,20,0,0,9.225,10.1475,1
ri_000681,0,3,Mr. Charles Edward Goodwin,male,14,5,2,46.9,56.28,8
ri_000682,0,2,Mr. Thomas William Solomon Brown,male,60,1,1,39,46.8,3
ri_000683,0,2,Mr. Joseph Philippe Lemercier Laroche,male,25,1,2,41.5792,48.6477,4
ri_000684,0,3,Mr. Jaako Arnold Panula,male,14,4,1,39.6875,44.45,6
ri_000685,0,3,Mr. Branko Dakic,male,19,0,0,10.1708,12.1033,1
ri_000686,0,3,Mr. Eberhard Thelander Fischer,male,18,0,0,7.7958,8.7313,1
ri_000687,1,1,Miss. Georgette Alexandra Madill,female,15,0,1,,238.8114,2
ri_000688,1,1,Mr. Albert Adrian Dick,male,31,1,,57,64.98,2
ri_000689,1,3,Miss. Manca Karun,female,4,0,1,13.4167,15.8317,2
ri_000690,1,3,Mr. Ali Lam,male,37,,0,,66.665,1
ri_000691,0,3,Mr. Khalil Saad,male,25,0,0,,8.092,1
ri_000692,0,1,Col. John Weir,male,60,0,0,,31.86,1
ri_000693,0,2,Mr. Charles Henry Chapman,male,52,0,0,13.5,16.065,1
ri_000694,0,3,Mr. James Kelly,male,44,0,0,8.05,9.0965,1
ri_000695,1,3,Miss. Katherine Mullens,female,19,0,0,7.7333,8.816,1
ri_000696,0,1,Mr. John Borland Thayer,,49,1,1,110.8833,127.5158,3
ri_000697,0,3,Mr. Adolf Mathias Nicolai Olsen Humblen,male,42,0,0,7.65,8.721,1
ri_000698,1,1,Mrs. John Jacob (Madeleine Talmadge Force) Astor,female,18,1,0,227.525,273.03,2
ri_000699,1,1,Mr. Spencer Victor Silverthorne,male,35,0,0,26.2875,30.2306,1
ri_000700,0,3,Miss. Saiide Barbara,female,18,0,1,14.4542,16.4778,2
ri_000701,0,3,Mr. Martin Gallagher,male,25,0,0,7.7417,8.6707,1
ri_000702,0,3,Mr. Henrik Juul Hansen,male,26,1,0,7.8542,9.425,2
ri_000703,0,2,Mr. Henry Samuel Morley,male,39,0,0,26,29.9,1
ri_000704,1,2,Mrs. Florence Kelly,female,45,0,0,,15.795,1
ri_000705,1,1,Mr. Edward Pennington Calderhead,male,42,0,,26.2875,29.7049,1
ri_000706,1,1,Miss. Alice Cleaver,female,22,0,0,151.55,180.3445,1
ri_000707,1,3,Master. Halim Gonios Moubarek,male,4,1,1,15.2458,18.1425,3
ri_000708,1,1,Mlle. Berthe Antonine Mayne,female,24,0,0,49.5042,58.415,1
ri_000709,0,1,Mr. Herman Klaber,male,41,0,0,26.55,29.4705,1
ri_000710,1,1,Mr. Elmer Zebley Taylor,male,48,1,0,52,62.4,2
ri_000711,0,3,Mr. August Viktor Larsson,male,29,0,0,9.4833,10.5265,1
ri_000712,0,2,Mr. Samuel Greenberg,male,52,0,0,13,15.08,1
ri_000713,0,3,Mr. Peter Andreas Lauritz Andersen Soholt,male,19,0,0,,8.7975,1
ri_000714,1,1,Miss. Caroline Louise Endres,female,38,0,0,227.525,250.2775,1
ri_000715,1,2,Miss. Edwina Celia Troutt,female,27,0,0,10.5,12.39,1
ri_000716,0,3,Mr. Malkolm Joackim Johnson,male,33,0,0,7.775,8.7858,1
ri_000717,1,2,Miss. Annie Jessie Harper,,6,0,1,33,38.28,2
ri_000718,0,3,Mr. Svend Lauritz Jensen,male,17,1,0,7.0542,8.3945,2
ri_000719,0,2,Mr. William Henry Gillespie,male,34,0,0,13,14.69,1
ri_000720,0,2,Mr. Henry Price Hodges,male,50,0,,13,15.08,1
ri_000721,1,1,Mr. Norman Campbell Chambers,male,27,1,0,,62.127,2
ri_000722,0,3,Mr. Luka Oreskovic,male,20,0,0,8.6625,9.8753,1
ri_000723,1,2,Mrs. Peter Henry (Lillian Jefferys) Renouf,female,30,3,0,21,24.36,4
ri_000724,1,3,Miss. Margareth Mannion,female,28,0,0,7.7375,8.8981,1
ri_000725,0,2,Mr. Kurt Arnold Gottfrid Bryhl,male,25,1,0,26,30.68,2
ri_000726,0,3,Miss. Pieta Sofia Ilmakangas,,25,1,0,7.925,9.4308,2
ri_000727,1,1,Miss. Elisabeth Walton Allen,female,29,0,0,211.3375,253.605,1
ri_000728,0,3,Mr. Houssein G N Hassan,male,11,0,0,18.7875,20.6663,1
ri_000729,0,2,Mr. Robert J Knight,male,41,0,0,0,0,1
ri_000730,0,2,Mr. William John Berriman,male,23,0,0,13,15.21,1
ri_000731,0,2,Mr. Moses Aaron Troupiansky,male,23,0,,13,14.3,
ri_000732,0,3,Mr. Leslie Williams,male,28.5,0,0,16.1,19.159,1
ri_000733,0,3,Mrs. Edward (Margaret Ann Watson) Ford,female,48,1,3,34.375,38.1563,5
ri_000734,1,1,Mr. Gustave J Lesurer,male,35,0,0,512.3292,614.795,1
ri_000735,0,3,Mr. Kanio Ivanoff,male,20,0,0,7.8958,8.7643,1
ri_000736,0,3,Mr. Minko Nankoff,male,32,0,0,7.8958,9.1591,1
ri_000737,1,1,Mr. Walter James Hawksford,,45,0,0,,33.3,1
ri_000738,0,1,Mr. Tyrell William Cavendish,male,36,1,0,78.85,87.5235,
ri_000739,1,1,Miss. Susan Parker Ryerson,female,21,2,2,262.375,293.86,5
ri_000740,0,3,Mr. Neal McNamee,male,24,1,0,16.1,17.71,
ri_000741,1,3,Mr. Juho Stranden,male,31,0,0,7.925,9.193,1
ri_000742,0,1,Capt. Edward Gifford Crosby,male,70,1,1,71,83.78,3
ri_000743,0,3,Mr. Rossmore Edward Abbott,male,16,1,1,20.25,23.085,3
ri_000744,1,2,Miss. Anna Sinkkonen,female,30,0,,13,14.3,1
ri_000745,0,1,Mr. Daniel Warner Marvin,male,19,1,0,53.1,62.127,2
ri_000746,0,3,Mr. Michael Connaghton,male,31,0,0,,8.9125,1
ri_000747,1,2,Miss. Joan Wells,,4,1,1,23,26.91,3
ri_000748,1,3,Master. Meier Moor,male,6,0,1,12.475,14.7205,2
ri_000749,0,3,Mr. Johannes Joseph Vande Velde,male,33,0,0,9.5,10.45,1
ri_000750,0,3,Mr. Lalio Jonkoff,male,23,0,0,7.8958,8.7643,1
ri_000751,1,2,Mrs. Samuel (Jane Laver) Herman,female,48,1,2,65,72.8,4
ri_000752,1,2,Master. Viljo Hamalainen,male,0.67,1,1,14.5,17.255,3
ri_000753,0,3,Mr. August Sigfrid Carlsson,,28,0,0,7.7958,8.7313,1
ri_000754,0,2,Mr. Percy Andrew Bailey,male,18,0,0,11.5,13.685,1
ri_000755,0,3,Mr. Thomas Leonard Theobald,male,34,0,0,8.05,9.338,1
ri_000756,1,1,the Countess. of (Lucy Noel Martha Dyer-Edwards) Rothes,female,33,0,0,86.5,102.935,1
ri_000757,0,3,Mr. John Garfirth,male,23,0,,14.5,16.965,1
ri_000758,0,3,Mr. Iisakki Antino Aijo Nirva,male,41,0,,7.125,7.8375,1
ri_000759,1,3,Mr. Hanna Assi Barah,male,20,0,,7.2292,8.3136,1
ri_000760,1,1,Mrs. William Ernest (Lucile Polk) Carter,female,36,1,2,120,140.4,4
ri_000761,0,3,Mr. Hans Linus Eklund,male,16,0,,7.775,8.7858,1
ri_000762,1,1,Mrs. John C (Anna Andrews) Hogeboom,female,51,1,0,77.9583,87.3133,2
ri_000763,0,1,Dr. Arthur Jackson Brewe,male,46,0,,39.6,47.52,1
ri_000764,0,3,Miss. Mary Mangan,female,30.5,0,0,7.75,8.7575,1
ri_000765,0,3,Mr. Daniel J Moran,male,28,1,0,24.15,28.497,2
ri_000766,0,3,Mr. Daniel Danielsen Gronnestad,male,32,,0,8.3625,9.9514,1
ri_000767,0,3,Mr. Rene Aime Lievens,male,24,0,0,9.5,11.115,1
ri_000768,0,,Mr. Niels Peder Jensen,,48,0,0,7.8542,8.7182,1
ri_000769,0,2,Mrs. (Mary) Mack,female,57,,0,10.5,11.655,1
ri_000770,0,3,Mr. Dibo Elias,male,29,,0,7.225,8.0198,1
ri_000771,1,2,Mrs. Elizabeth (Eliza Needs) Hocking,female,54,,3,,25.3,5
ri_000772,0,3,Mr. Pehr Fabian Oliver Malkolm Myhrman,male,18,0,0,,8.68,1
ri_000773,0,3,Mr. Roger Tobin,male,20,0,0,,8.68,1
ri_000774,,3,Miss. Virginia Ethel Emanuel,female,5,0,0,12.475,14.2215,1
ri_000775,0,3,Mr. Thomas J Kilgannon,male,22,0,0,7.7375,8.8208,1
ri_000776,1,1,Mrs. Edward Scott (Elisabeth Walton McMillan) Robert,female,43,0,1,211.3375,232.4713,2
ri_000777,1,,Miss. Banoura Ayoub,female,13,0,0,7.2292,8.3136,1
ri_000778,1,1,Mrs. Albert Adrian (Vera Gillespie) Dick,,17,1,0,57,67.26,2
ri_000779,0,1,Mr. Milton Clyde Long,male,29,0,0,,34.8,1
ri_000780,0,3,Mr. Andrew G Johnston,,35,1,2,23.45,25.795,4
ri_000781,0,3,Mr. William Ali,male,25,0,0,7.05,7.896,1
ri_000782,0,3,Mr. Abraham (David Lishin) Harmer,male,25,0,0,7.25,8.555,1
ri_000783,1,3,Miss. Anna Sofia Sjoblom,female,18,,0,7.4958,8.2454,1
ri_000784,0,3,Master. George Hugh Rice,male,8,4,1,,34.95,6
ri_000785,1,3,Master. Bertram Vere Dean,male,1,1,2,20.575,24.69,4
ri_000786,0,1,Mr. Benjamin Guggenheim,male,46,,0,79.2,88.704,1
ri_000787,0,3,Mr. Andrew Keane,male,20,0,0,7.75,9.2225,1
ri_000788,0,2,Mr. Alfred Gaskell,,16,0,0,26,29.38,1
ri_000789,0,3,Miss. Stella Anna Sage,female,21,8,2,69.55,82.069,11
ri_000790,0,1,Mr. William Fisher Hoyt,male,43,0,0,30.6958,34.6863,1
ri_000791,0,3,Mr. Ristiu Dantcheff,male,25,0,0,,9.1591,1
ri_000792,0,,Mr. Richard Otter,male,39,0,0,13,15.08,1
ri_000793,1,1,Dr. Alice (Farnham) Leader,female,49,0,0,25.9292,30.0779,1
ri_000794,1,3,Mrs. Mara Osman,female,31,0,0,8.6833,10.0726,1
ri_000795,0,3,Mr. Yousseff Ibrahim Shawah,male,30,0,0,7.2292,8.3859,1
ri_000796,0,3,Mrs. Jean Baptiste (Rosalie Paula Govaert) Van Impe,female,30,1,1,24.15,28.014,3
ri_000797,0,2,Mr. Martin Ponesell,male,34,0,0,13,14.82,1
ri_000798,1,2,Mrs. Harvey (Charlotte Annie Tate) Collyer,female,31,1,1,26.25,30.7125,3
ri_000799,1,1,Master. William Thornton II Carter,male,11,1,2,120,144,4
ri_000800,1,3,Master. Assad Alexander Thomas,male,0.42,0,1,,9.5387,2
ri_000801,1,3,Mr. Oskar Arvid Hedman,male,27,0,0,6.975,8.1608,1
ri_000802,0,3,Mr. Karl Johan Johansson,male,31,0,0,7.775,9.33,1
ri_000803,0,1,Mr. Thomas Jr Andrews,male,39,0,0,0,0,
ri_000804,0,3,Miss. Ellen Natalia Pettersson,female,18,,0,7.775,8.7858,1
ri_000805,0,2,Mr. August Meyer,male,39,0,0,13,14.43,
ri_000806,1,1,Mrs. Norman Campbell (Bertha Griggs) Chambers,female,33,1,0,53.1,58.941,2
ri_000807,0,3,Mr. William Alexander,male,26,0,0,7.8875,8.9918,1
ri_000808,0,3,Mr. James Lester,male,39,0,0,24.15,28.014,1
ri_000809,0,2,Mr. Richard James Slemen,male,35,0,0,10.5,12.39,1
ri_000810,0,3,Miss. Ebba Iris Alfrida Andersson,female,6,4,2,31.275,36.9045,7
ri_000811,0,,Mr. Ernest Portage Tomlin,male,30.5,0,0,,9.338,1
ri_000812,0,1,Mr. Richard Fry,male,39,0,0,0,0,1
ri_000813,0,3,Miss. Wendla Maria Heininen,female,23,0,0,7.925,8.9553,1
ri_000814,0,2,Mr. Albert Mallet,male,31,1,1,37.0042,40.7046,3
ri_000815,0,3,Mr. John Fredrik Alexander Holm,male,43,0,0,6.45,7.6755,1
ri_000816,0,3,Master. Karl Thorsten Skoog,male,10,3,2,27.9,33.201,6
ri_000817,1,1,Mrs. Charles Melville (Clara Jennings Gregg) Hays,female,52,1,1,93.5,111.265,3
ri_000818,1,3,Mr. Nikola Lulic,male,27,0,0,8.6625,9.5288,1
ri_000819,0,1,Jonkheer. John George Reuchlin,male,38,0,0,0,0,1
ri_000820,1,,Mrs. (Beila) Moor,female,27,,1,12.475,14.2215,2
ri_000821,0,3,Master. Urho Abraham Panula,male,2,4,1,,47.2281,
ri_000822,0,3,Mr. John Flynn,male,36,0,0,6.95,8.2705,
ri_000823,0,3,Mr. Len Lam,male,23,0,0,56.4958,64.4052,1
ri_000824,1,2,Master. Andre Mallet,male,1,0,2,37.0042,44.035,
ri_000825,1,3,Mr. Thomas Joseph McCormack,male,19,0,0,7.75,9.145,1
ri_000826,1,1,Mrs. George Nelson (Martha Evelyn) Stone,female,62,0,0,80,88,1
ri_000827,1,3,Mrs. Antoni (Selini Alexander) Yasbeck,female,15,1,0,14.4542,16.4778,2
ri_000828,1,2,Master. George Sibley Richards,male,0.83,1,1,18.75,22.5,
ri_000829,0,3,Mr. Amin Saad,male,30,0,0,7.2292,8.3859,1
ri_000830,0,3,Mr. Albert Augustsson,male,23,0,0,7.8542,9.3465,1
ri_000831,0,,Mr. Owen George Allum,male,18,0,0,8.3,9.794,1
ri_000832,1,1,Miss. Sara Rebecca Compton,female,39,1,,83.1583,93.1373,3
ri_000833,0,3,Mr. Jakob Pasic,male,21,0,0,8.6625,10.395,1
ri_000834,0,3,Mr. Maurice Sirota,male,20,0,,8.05,9.338,1
ri_000835,1,3,Mr. Chang Chip,male,32,0,,56.4958,66.665,
ri_000836,1,1,Mr. Pierre Marechal,male,29,0,0,29.7,34.749,1
ri_000837,0,3,Mr. Ilmari Rudolf Alhomaki,male,20,0,0,7.925,8.7968,1
ri_000838,0,,Mr. Thomas Charles Mudd,male,16,0,0,10.5,12.075,1
ri_000839,1,1,Miss. Augusta Serepeca,female,30,0,0,31,36.58,1
ri_000840,0,3,Mr. Peter L Lemberopolous,male,34.5,0,,6.4375,7.21,
ri_000841,0,3,Mr. Jeso Culumovic,male,17,0,0,8.6625,10.2218,1
ri_000842,0,3,Mr. Anthony Abbing,male,42,0,0,7.55,8.305,1
ri_000843,0,3,Mr. Douglas Bullen Sage,male,18,8,2,69.55,76.505,11
ri_000844,0,3,Mr. Marin Markoff,male,35,0,0,7.8958,9.475,1
ri_000845,0,2,Rev. John Harper,male,28,0,1,33,37.29,2
ri_000846,1,1,Mrs. Samuel L (Edwiga Grabowska) Goldenberg,female,40,1,0,89.1042,106.925,2
ri_000847,0,,Master. Sigvard Harald Elias Andersson,male,4,4,,,35.3408,7
ri_000848,0,3,Mr. Johan Svensson,male,74,0,0,7.775,8.5525,
ri_000849,0,3,Miss. Nourelain Boulos,female,9,1,1,,16.7704,3
ri_000850,1,1,Miss. Mary Conover Lines,female,16,0,1,,43.734,
ri_000851,0,2,Mrs. Ernest Courtenay (Lilian Hughes) Carter,female,44,1,0,,30.94,2
ri_000852,1,3,Mrs. Sam (Leah Rosen) Aks,female,18,0,1,9.35,11.1265,2
ri_000853,1,1,Mrs. George Dennick (Mary Hitchcock) Wick,female,45,1,1,164.8667,196.1914,3
ri_000854,1,,Mr. Peter Denis Daly,male,51,0,0,26.55,29.205,1
ri_000855,1,3,Mrs. Solomon (Latifa Qurban) Baclini,female,24,0,3,19.2583,21.5693,4
ri_000856,0,3,Mr. Raihed Razi,male,30,0,0,7.2292,8.6027,1
ri_000857,0,3,Mr. Claus Peter Hansen,male,41,2,0,14.1083,16.5067,3
ri_000858,0,2,Mr. Frederick Edward Giles,male,21,1,0,11.5,13.455,2
ri_000859,1,1,Mrs. Frederick Joel (Margaret Welles Barron) Swift,,48,0,0,25.9292,29.8186,1
ri_000860,0,3,Miss. Dorothy Edith Sage,female,14,8,2,69.55,77.2005,11
ri_000861,0,2,Mr. John William Gill,male,24,0,0,13,15.08,
ri_000862,1,2,Mrs. (Karolina) Bystrom,female,42,0,0,,14.3,1
ri_000863,1,2,Miss. Asuncion Duran y More,female,27,1,0,13.8583,16.4914,2
ri_000864,0,,Mr. Washington Augustus II Roebling,,31,0,0,50.4958,56.5553,1
ri_000865,0,,Mr. Philemon van Melkebeke,male,23,0,0,9.5,10.45,1
ri_000866,1,3,Master. Harold Theodor Johnson,male,4,1,1,11.1333,12.2466,3
ri_000867,0,3,Mr. Cerin Balkic,male,26,0,0,7.8958,9.317,1
ri_000868,1,1,Mrs. Richard Leonard (Sallie Monypeny) Beckwith,female,47,1,1,52.5542,62.5395,3
ri_000869,0,1,Mr. Frans Olof Carlsson,male,33,0,0,5,5.85,1
ri_000870,0,,Mr. Victor Vander Cruyssen,,47,0,0,9,10.44,
ri_000871,1,2,Mrs. Samuel (Hannah Wizosky) Abelson,female,28,1,0,24,27.6,
ri_000872,1,,Miss. Adele Kiamie Najib,female,15,0,0,7.225,8.3088,1
ri_000873,0,3,Mr. Alfred Ossian Gustafsson,male,20,0,0,9.8458,11.1258,1
ri_000874,0,3,Mr. Nedelio Petroff,male,19,0,0,7.8958,9.396,1
ri_000875,0,3,Mr. Kristo Laleff,male,23,0,0,7.8958,9.0802,1
ri_000876,1,1,Mrs. Thomas Jr (Lily Alexenia Wilson) Potter,female,56,0,1,83.1583,96.4636,2
ri_000877,1,2,Mrs. William (Imanita Parrish Hall) Shelley,,25,0,1,26,28.6,
ri_000878,0,3,Mr. Johann Markun,male,33,0,0,7.8958,8.6854,1
ri_000879,0,3,Miss. Gerda Ulrika Dahlberg,female,22,0,0,10.5167,12.0942,
ri_000880,0,2,Mr. Frederick James Banfield,male,28,0,0,10.5,12.075,
ri_000881,0,3,Mr. Henry Jr Sutehall,,25,0,0,7.05,7.896,1
ri_000882,0,,Mrs. William (Margaret Norton) Rice,,39,0,5,29.125,34.6588,6
ri_000883,0,,Rev. Juozas Montvila,male,27,0,0,13,14.69,
ri_000884,1,1,Miss. Margaret Edith Graham,,19,0,0,30,36,1
ri_000885,0,,Miss. Catherine Helen Johnston,female,7,1,2,23.45,26.0295,
ri_000886,1,1,Mr. Karl Howell Behr,male,26,0,0,30,35.4,1
ri_000887,0,3,Mr. Patrick Dooley,,32,0,0,7.75,9.0675,1
