Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,25,6/16/2014,6/22/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,26,6/23/2014,6/29/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,27,6/30/2014,7/6/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,28,7/7/2014,7/13/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,29,7/14/2014,7/20/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,30,7/21/2014,7/27/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,31,7/28/2014,8/3/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,32,8/4/2014,8/10/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,33,8/11/2014,8/17/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,34,8/18/2014,8/24/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,35,8/25/2014,8/31/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,36,9/1/2014,9/7/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,37,9/8/2014,9/14/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,38,9/15/2014,9/21/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,39,9/22/2014,9/28/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,40,9/29/2014,10/5/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,41,10/6/2014,10/12/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,42,10/13/2014,10/19/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,43,10/20/2014,10/26/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,44,10/27/2014,11/2/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,45,11/3/2014,11/9/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,46,11/10/2014,11/16/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,47,11/17/2014,11/23/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,48,11/24/2014,11/30/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,49,12/1/2014,12/7/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,50,12/8/2014,12/14/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,51,12/15/2014,12/21/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2014,52,12/22/2014,12/28/2014,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,1,12/29/2014,1/4/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,2,1/5/2015,1/11/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,3,1/12/2015,1/18/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,4,1/19/2015,1/25/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,5,1/26/2015,2/1/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,6,2/2/2015,2/8/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,7,2/9/2015,2/15/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,8,2/16/2015,2/22/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,9,2/23/2015,3/1/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,10,3/2/2015,3/8/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,11,3/9/2015,3/15/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,12,3/16/2015,3/22/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,13,3/23/2015,3/29/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,14,3/30/2015,4/5/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,15,4/6/2015,4/12/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,16,4/13/2015,4/19/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,17,4/20/2015,4/26/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,18,4/27/2015,5/3/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,19,5/4/2015,5/10/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,20,5/11/2015,5/17/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,21,5/18/2015,5/24/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,22,5/25/2015,5/31/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,23,6/1/2015,6/7/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,24,6/8/2015,6/14/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,25,6/15/2015,6/21/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,26,6/22/2015,6/28/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,27,6/29/2015,7/5/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,28,7/6/2015,7/12/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,29,7/13/2015,7/19/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,30,7/20/2015,7/26/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,31,7/27/2015,8/2/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,32,8/3/2015,8/9/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,33,8/10/2015,8/16/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,34,8/17/2015,8/23/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,35,8/24/2015,8/30/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,36,8/31/2015,9/6/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,37,9/7/2015,9/13/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,38,9/14/2015,9/20/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,39,9/21/2015,9/27/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,40,9/28/2015,10/4/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,41,10/5/2015,10/11/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,42,10/12/2015,10/18/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,43,10/19/2015,10/25/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,44,10/26/2015,11/1/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,45,11/2/2015,11/8/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,46,11/9/2015,11/15/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,47,11/16/2015,11/22/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,48,11/23/2015,11/29/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,49,11/30/2015,12/6/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,50,12/7/2015,12/13/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,51,12/14/2015,12/20/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,52,12/21/2015,12/27/2015,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2015,53,12/28/2015,1/3/2016,,,,,,,,,,,,,,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,1,1/4/2016,1/10/2016,4,4,0,0,0,0,,0,,,0,0,0,4,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,2,1/11/2016,1/17/2016,1,1,0,0,0,0,,0,,,0,0,0,1,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,3,1/18/2016,1/24/2016,2,2,0,0,0,0,,0,,,0,0,0,2,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,4,1/25/2016,1/31/2016,13,13,0,0,6,0,,6,,,0,0,6,7,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,5,2/1/2016,2/7/2016,8,8,0,0,0,0,,0,,,0,0,0,8,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,6,2/8/2016,2/14/2016,7,7,0,0,0,0,,0,,,0,0,0,7,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,7,2/15/2016,2/21/2016,4,4,0,0,0,0,,0,,,0,0,0,4,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,8,2/22/2016,2/28/2016,3,3,0,0,0,0,,0,,,0,0,0,3,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,9,2/29/2016,3/6/2016,4,4,0,0,0,0,,0,,,0,0,0,4,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,10,3/7/2016,3/13/2016,2,2,0,0,0,0,,0,,,0,0,0,2,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,11,3/14/2016,3/20/2016,3,3,0,0,0,0,,0,,,0,0,0,3,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,12,3/21/2016,3/27/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,13,3/28/2016,4/3/2016,1,1,0,0,0,0,,0,,,0,0,0,1,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,14,4/4/2016,4/10/2016,1,1,0,0,0,0,,0,,,0,0,0,1,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,15,4/11/2016,4/17/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,16,4/18/2016,4/24/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,17,4/25/2016,5/1/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,18,5/2/2016,5/8/2016,3,3,0,0,0,0,,0,,,1,1,1,2,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,19,5/9/2016,5/15/2016,1,1,0,0,0,0,,0,,,0,0,0,1,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,20,5/16/2016,5/22/2016,1,1,0,0,0,0,,0,,,0,0,0,1,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,21,5/23/2016,5/29/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,22,5/30/2016,6/5/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,23,6/6/2016,6/12/2016,11,11,0,0,0,0,,0,,,1,1,1,10,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,24,6/13/2016,6/19/2016,6,6,0,0,0,0,,0,,,5,5,5,1,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,25,6/20/2016,6/26/2016,29,29,0,0,0,0,,0,,,23,23,23,6,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,26,6/27/2016,7/3/2016,41,41,0,0,0,0,,0,,,39,39,39,2,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,27,7/4/2016,7/10/2016,47,47,0,0,0,0,,0,,,34,34,34,13,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,28,7/11/2016,7/17/2016,58,58,0,1,0,0,,1,,,53,53,54,4,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,29,7/18/2016,7/24/2016,53,53,0,0,16,0,,16,,,18,18,34,19,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,30,7/25/2016,7/31/2016,44,44,0,0,9,0,,9,,,24,24,33,11,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,31,8/1/2016,8/7/2016,62,62,0,0,16,0,,16,,,19,19,35,27,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,32,8/8/2016,8/14/2016,107,107,0,2,18,0,,20,,,32,32,52,55,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,33,8/15/2016,8/21/2016,56,56,0,0,13,0,,13,,,11,11,24,32,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,34,8/22/2016,8/28/2016,44,44,0,1,13,0,,14,,,9,9,23,21,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,35,8/29/2016,9/4/2016,31,31,0,1,11,0,,12,,,1,1,13,18,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,36,9/5/2016,9/11/2016,16,16,0,0,5,0,,5,,,1,1,6,10,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,37,9/12/2016,9/18/2016,23,23,0,2,5,0,,7,,,0,0,7,16,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,38,9/19/2016,9/25/2016,14,14,0,1,2,0,,3,,,1,1,4,10,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,39,9/26/2016,10/2/2016,3,3,0,0,1,0,,1,,,0,0,1,2,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,40,10/3/2016,10/9/2016,12,12,0,0,3,0,,3,,,0,0,3,9,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,41,10/10/2016,10/16/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,42,10/17/2016,10/23/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,43,10/24/2016,10/30/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,44,10/31/2016,11/6/2016,5,5,0,0,0,0,,0,,,0,0,0,5,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,45,11/7/2016,11/13/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,46,11/14/2016,11/20/2016,1,1,0,0,1,0,,1,,,0,0,1,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,47,11/21/2016,11/27/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,48,11/28/2016,12/4/2016,1,1,0,1,0,0,,1,,,0,0,1,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,49,12/5/2016,12/11/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,50,12/12/2016,12/18/2016,3,3,0,0,0,0,,0,,,0,0,0,3,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,51,12/19/2016,12/25/2016,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2016,52,12/26/2016,1/1/2017,0,0,0,0,0,0,,0,,,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,1,1/2/2017,1/8/2017,1,1,,1,0,0,0,1,0,0,0,0,1,,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,2,1/9/2017,1/15/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,3,1/16/2017,1/22/2017,2,2,,1,0,0,0,1,0,0,0,0,1,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,4,1/23/2017,1/29/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,5,1/30/2017,2/5/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,6,2/6/2017,2/12/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,7,2/13/2017,2/19/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,8,2/20/2017,2/26/2017,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,9,2/27/2017,3/5/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,10,3/6/2017,3/12/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,11,3/13/2017,3/19/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,12,3/20/2017,3/26/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,13,3/27/2017,4/2/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,14,4/3/2017,4/9/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,15,4/10/2017,4/16/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,16,4/17/2017,4/23/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,17,4/24/2017,4/30/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,18,5/1/2017,5/7/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,19,5/8/2017,5/14/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,20,5/15/2017,5/21/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,21,5/22/2017,5/28/2017,5,5,,0,0,0,0,0,0,0,0,0,0,5,Local Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,22,5/29/2017,6/4/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,23,6/5/2017,6/11/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,24,6/12/2017,6/18/2017,1,1,,1,0,0,0,1,0,0,0,0,1,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,25,6/19/2017,6/25/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,26,6/26/2017,7/2/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,27,7/3/2017,7/9/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,28,7/10/2017,7/16/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,29,7/17/2017,7/23/2017,18,18,,14,0,0,0,14,0,0,0,0,14,4,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,30,7/24/2017,7/30/2017,24,24,,18,0,0,0,18,0,0,0,0,18,6,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,31,7/31/2017,8/6/2017,176,176,,61,1,0,0,62,0,0,3,3,65,111,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,32,8/7/2017,8/13/2017,196,196,,90,9,0,0,99,0,0,0,0,99,97,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,33,8/14/2017,8/20/2017,226,226,,85,12,0,0,97,0,0,0,0,97,129,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,34,8/21/2017,8/27/2017,173,173,,60,8,0,0,68,0,0,0,0,68,105,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,35,8/28/2017,9/3/2017,111,111,,37,3,0,0,40,0,0,0,0,40,71,Regional Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,36,9/4/2017,9/10/2017,58,58,,12,6,0,0,18,0,0,0,0,18,40,Local Outbreak
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,37,9/11/2017,9/17/2017,31,31,,1,2,0,0,3,0,0,0,0,3,28,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,38,9/18/2017,9/24/2017,18,18,,1,1,0,0,2,0,0,0,0,2,16,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,39,9/25/2017,10/1/2017,8,8,,1,0,0,0,1,0,0,0,0,1,7,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,40,10/2/2017,10/8/2017,8,8,,0,0,0,0,0,0,0,0,0,0,8,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,41,10/9/2017,10/15/2017,2,2,,0,0,0,0,0,0,0,0,0,0,2,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,42,10/16/2017,10/22/2017,2,2,,0,0,0,0,0,0,0,0,0,0,2,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,43,10/23/2017,10/29/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,44,10/30/2017,11/5/2017,1,1,,1,0,0,0,1,0,0,0,0,1,,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,45,11/6/2017,11/12/2017,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,46,11/13/2017,11/19/2017,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,47,11/20/2017,11/26/2017,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,48,11/27/2017,12/3/2017,5,5,,2,0,0,0,2,0,0,0,0,2,3,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,49,12/4/2017,12/10/2017,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,50,12/11/2017,12/17/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,51,12/18/2017,12/24/2017,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2017,52,12/25/2017,12/31/2017,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,1,1/1/2018,1/7/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,2,1/8/2018,1/14/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,3,1/15/2018,1/21/2018,1,1,,0,0,0,0,0,0,0,0,0,0,1,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,4,1/22/2018,1/28/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,5,1/29/2018,2/4/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,6,2/5/2018,2/11/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,7,2/12/2018,2/18/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,8,2/19/2018,2/25/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,9,2/26/2018,3/4/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,10,3/5/2018,3/11/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,11,3/12/2018,3/18/2018,6,6,,0,0,0,0,0,1,0,0,1,1,5,Sporadic
Myanmar,South-East Asia Region of WHO,South-East Asia,2018,12,3/19/2018,3/25/2018,4,4,,0,0,0,0,0,1,0,0,1,1,3,Sporadic
